fichier	dossier	loc	utt	token	age	annee	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-trans-metaok/marianne1_ste.tei_corpo2_tto.cha 	 TRANS 	 CHI 	1	439	3;02.12	3	0	1	0	0	1	6	0	0	0	0	0	2	0	0	3	0	0	0	
../tcof/chi-trans-metaok/marianne1_vat.tei_corpo2_tto.cha 	 TRANS 	 CHI 	2	114	2;03.17	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	
../tcof/chi-trans-metaok/marion1_gui.tei_corpo2_tto.cha 	 TRANS 	 CHI 	5	367	2;07.05	2	2	1	0	0	2	24	2	0	1	0	0	0	1	0	12	0	0	0	
../tcof/chi-trans-metaok/mathieu1_car.tei_corpo2_tto.cha 	 TRANS 	 CHI 	6	430	5;05.30	5	0	0	0	24	3	42	6	0	0	0	0	3	3	0	3	0	0	0	
../tcof/chi-trans-metaok/mathilde1_ham.tei_corpo2_tto.cha 	 TRANS 	 CHI 	5	366	5;03.17	5	1	0	0	0	0	19	0	0	1	0	1	0	2	0	2	0	0	0	
../tcof/chi-trans-metaok/mathilde1_ric.tei_corpo2_tto.cha 	 TRANS 	 CHI 	6	657	5;05.30	5	2	1	0	2	20	37	5	0	5	1	7	3	6	0	1	2	0	0	
../tcof/chi-trans-metaok/maurine1_her.tei_corpo2_tto.cha 	 TRANS 	 CHI 	25	1035	5;04.24	5	0	7	0	5	2	97	14	0	5	5	9	4	3	0	12	4	1	0	
../tcof/chi-trans-metaok/melanie1_lem.tei_corpo2_tto.cha 	 TRANS 	 CHI 	1	213	3;09.17	3	0	1	0	1	0	9	0	0	0	0	1	3	0	0	2	0	0	0	
../tcof/chi-trans-metaok/morgane1_mar.tei_corpo2_tto.cha 	 TRANS 	 CHI 	8	824	4;	4	6	0	0	1	7	70	11	0	8	5	9	5	3	0	7	1	4	0	
../tcof/chi-trans-metaok/moustapha1_abd.tei_corpo2_tto.cha 	 TRANS 	 CHI 	4	363	2;10.23	2	0	1	0	0	0	9	2	0	2	1	3	1	1	0	7	0	0	0	
../tcof/chi-trans-metaok/naomi1_sli.tei_corpo2_tto.cha 	 TRANS 	 CHI 	33	1807	3;02.12	3	1	4	0	4	6	124	17	0	3	1	6	9	7	0	18	1	0	0	
../tcof/chi-trans-metaok/nathan1_mai.tei_corpo2_tto.cha 	 TRANS 	 CHI 	109	2306	3;02.12	3	3	11	0	3	13	118	19	0	6	2	1	17	13	0	24	0	0	0	
../tcof/chi-trans-metaok/nolan1_rej.tei_corpo2_tto.cha 	 TRANS 	 CHI 	0	449	1;09.17	1	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	
../tcof/chi-trans-metaok/ophelie1_baq.tei_corpo2_tto.cha 	 TRANS 	 CHI 	9	998	3;02.12	3	0	1	0	3	13	75	9	0	5	0	1	2	8	0	2	0	0	0	
../tcof/chi-trans-metaok/oscar1_fri.tei_corpo2_tto.cha 	 TRANS 	 CHI 	2	509	4;	4	0	1	0	3	1	36	2	0	2	6	1	1	3	0	1	0	3	0	
../tcof/chi-trans-metaok/pauline1_man.tei_corpo2_tto.cha 	 TRANS 	 CHI 	8	657	4;05.30	4	2	0	0	6	13	62	1	0	2	2	2	2	6	0	4	0	0	0	
../tcof/chi-trans-metaok/raphael1_leg.tei_corpo2_tto.cha 	 TRANS 	 CHI 	21	1010	4;	4	0	9	0	14	12	88	4	0	2	0	8	7	8	0	4	0	0	0	
../tcof/chi-trans-metaok/remi1_did.tei_corpo2_tto.cha 	 TRANS 	 CHI 	29	1437	5;02.12	5	2	1	0	13	15	103	10	0	9	1	1	13	8	0	11	1	1	0	
../tcof/chi-trans-metaok/robin1_lem.tei_corpo2_tto.cha 	 TRANS 	 CHI 	6	441	5;04.24	5	0	0	0	6	16	32	1	0	1	0	3	2	8	0	3	0	0	0	
../tcof/chi-trans-metaok/romy1_tha.tei_corpo2_tto.cha 	 TRANS 	 CHI 	5	754	5;05.30	5	0	0	0	10	8	98	5	0	3	1	1	3	5	0	8	1	0	0	
../tcof/chi-trans-metaok/rose1_rou.tei_corpo2_tto.cha 	 TRANS 	 CHI 	4	314	3;01.06	3	0	0	0	0	3	34	2	0	1	1	0	0	0	0	1	2	0	0	
../tcof/chi-trans-metaok/samuel1_len.tei_corpo2_tto.cha 	 TRANS 	 CHI 	24	455	5;	5	1	2	0	1	4	26	0	0	0	3	0	4	7	0	8	1	0	0	
../tcof/chi-trans-metaok/sarah1_fra.tei_corpo2_tto.cha 	 TRANS 	 CHI 	10	525	4;07.05	4	0	3	0	1	2	23	2	0	0	3	1	2	0	0	1	0	0	0	
../tcof/chi-trans-metaok/sebastien1_bou.tei_corpo2_tto.cha 	 TRANS 	 CHI 	16	307	5;	5	0	2	0	2	2	23	1	0	3	0	0	0	6	0	1	0	1	0	
../tcof/chi-trans-metaok/thibaud1_son.tei_corpo2_tto.cha 	 TRANS 	 CHI 	1	161	3;01.06	3	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/thibault1_cor.tei_corpo2_tto.cha 	 TRANS 	 CHI 	1	253	3;08.11	3	0	0	0	0	2	6	0	0	0	0	0	1	1	0	8	0	0	0	
../tcof/chi-trans-metaok/thibault1_lev.tei_corpo2_tto.cha 	 TRANS 	 CHI 	10	512	3;08.11	3	1	1	0	4	2	49	3	0	0	5	1	4	0	0	1	0	0	0	
../tcof/chi-trans-metaok/thibaut1_der.tei_corpo2_tto.cha 	 TRANS 	 CHI 	1	183	5;03.17	5	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	
../tcof/chi-trans-metaok/thomas1_pel.tei_corpo2_tto.cha 	 TRANS 	 CHI 	6	258	3;07.05	3	0	1	0	0	1	10	4	0	0	0	0	3	1	0	1	0	0	0	
../tcof/chi-trans-metaok/tidiane1_ecc.tei_corpo2_tto.cha 	 TRANS 	 CHI 	8	852	4;08.11	4	0	1	0	2	2	94	6	0	2	0	0	6	6	0	8	1	1	0	
../tcof/chi-trans-metaok/valentin1_bit.tei_corpo2_tto.cha 	 TRANS 	 CHI 	9	1334	2;07.05	2	1	0	0	4	8	55	7	0	3	2	6	8	0	0	9	0	0	0	
../tcof/chi-trans-metaok/valentin1_lan.tei_corpo2_tto.cha 	 TRANS 	 CHI 	2	381	5;09.17	5	6	1	0	6	5	28	0	0	2	0	3	2	2	0	2	1	0	0	
../tcof/chi-trans-metaok/valentine1_bah.tei_corpo2_tto.cha 	 TRANS 	 CHI 	7	330	3;05.30	3	0	1	0	1	1	26	1	0	3	0	1	1	0	0	5	0	0	0	
../tcof/chi-trans-metaok/victoire1_duc.tei_corpo2_tto.cha 	 TRANS 	 CHI 	6	572	2;04.23	2	0	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	
../tcof/chi-trans-metaok/walid1_mat.tei_corpo2_tto.cha 	 TRANS 	 CHI 	15	667	4;04.24	4	0	0	0	6	8	36	2	0	2	0	7	2	1	0	5	0	1	0	
../tcof/chi-trans-metaok/xaviere1_leg.tei_corpo2_tto.cha 	 TRANS 	 CHI 	8	669	4;	4	0	0	0	3	3	80	13	0	2	0	0	2	4	0	10	0	0	0	
../tcof/chi-trans-metaok/yassine1_nic.tei_corpo2_tto.cha 	 TRANS 	 CHI 	24	1851	3;09.17	3	3	4	0	1	14	118	18	0	4	3	6	10	13	0	21	4	0	0	
../tcof/chi-trans-metaok/youssef1_tor.tei_corpo2_tto.cha 	 TRANS 	 CHI 	13	641	3;10.23	3	0	0	0	5	2	57	2	0	1	0	0	4	2	0	5	0	1	0	
../tcof/chi-trans-metaok/adeline1_gif.tei_corpo2_tto.cha 	 TRANS 	 ADU 	71	614	18;	18	0	8	0	1	6	53	0	0	1	0	1	3	5	0	4	0	0	0	
../tcof/chi-trans-metaok/adeline1_sch.tei_corpo2_tto.cha 	 TRANS 	 ADU 	23	182	18;	18	0	2	0	1	2	9	0	0	0	0	0	0	1	0	1	0	0	0	
../tcof/chi-trans-metaok/Adelphe1_Per_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	54	875	20;	20	1	0	0	5	14	72	0	0	5	3	2	2	15	0	10	0	0	0	
../tcof/chi-trans-metaok/Aela1_Ber_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	27	495	18;	18	0	0	0	1	5	21	5	0	0	1	1	2	8	0	3	0	0	0	
../tcof/chi-trans-metaok/Alban1_Tah_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	29	699	19;	19	2	2	0	5	6	38	1	0	1	4	3	11	5	0	8	2	0	0	
../tcof/chi-trans-metaok/alexandre1_bod.tei_corpo2_tto.cha 	 TRANS 	 ADU 	55	601	18;	18	2	0	0	0	1	30	4	0	0	0	0	3	3	0	3	0	0	0	
../tcof/chi-trans-metaok/alexandre1_dag.tei_corpo2_tto.cha 	 TRANS 	 ADU 	36	653	40;02.12	40	1	1	0	1	4	35	2	0	4	0	1	2	6	0	5	0	0	0	
../tcof/chi-trans-metaok/alexandre1_lin.tei_corpo2_tto.cha 	 TRANS 	 ADU 	44	464	40;02.12	40	1	2	0	0	2	18	2	0	5	0	3	4	5	0	2	2	0	0	
../tcof/chi-trans-metaok/alexis1_ras.tei_corpo2_tto.cha 	 TRANS 	 ADU 	32	885	40;02.12	40	2	1	0	2	2	57	4	0	2	1	1	1	2	0	16	0	0	0	
../tcof/chi-trans-metaok/alice1_cor.tei_corpo2_tto.cha 	 TRANS 	 ADU 	52	372	40;02.12	40	1	1	0	0	6	16	2	0	0	0	0	2	8	0	0	0	0	0	
../tcof/chi-trans-metaok/Alicia1_Bre_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	14	828	20;	20	4	4	0	3	5	30	3	0	10	0	8	8	5	0	8	0	0	0	
../tcof/chi-trans-metaok/aline1_gan.tei_corpo2_tto.cha 	 TRANS 	 ADU 	109	999	40;02.12	40	0	4	0	14	17	46	1	0	3	1	2	4	15	0	8	0	4	0	
../tcof/chi-trans-metaok/aline1_ron.tei_corpo2_tto.cha 	 TRANS 	 ADU 	66	666	40;02.12	40	3	6	0	6	17	36	1	0	1	1	10	5	6	0	4	1	1	0	
../tcof/chi-trans-metaok/alissa1_cas.tei_corpo2_tto.cha 	 TRANS 	 ADU 	16	370	40;02.12	40	1	1	0	15	2	16	0	0	2	1	0	2	2	0	0	1	0	0	
../tcof/chi-trans-metaok/Alix1_Lec_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	64	2193	18;	18	1	1	0	3	27	110	15	0	18	3	6	10	19	0	22	0	1	0	
../tcof/chi-trans-metaok/alona1_leb.tei_corpo2_tto.cha 	 TRANS 	 ADU 	25	413	40;02.12	40	1	2	0	0	1	15	3	0	0	1	0	1	4	0	6	0	0	0	
../tcof/chi-trans-metaok/amelie1_bec.tei_corpo2_tto.cha 	 TRANS 	 ADU 	47	428	40;02.12	40	1	3	0	0	3	22	1	0	2	0	1	2	5	0	9	1	0	0	
../tcof/chi-trans-metaok/anais1_men.tei_corpo2_tto.cha 	 TRANS 	 ADU 	106	1301	40;02.12	40	10	3	0	27	7	99	13	0	7	1	0	3	4	0	14	1	0	0	
../tcof/chi-trans-metaok/andrea1_car.tei_corpo2_tto.cha 	 TRANS 	 ADU 	47	618	20;	20	3	2	0	1	7	33	0	0	0	2	2	2	14	0	6	2	0	0	
../tcof/chi-trans-metaok/andrea1_uri.tei_corpo2_tto.cha 	 TRANS 	 ADU 	116	1011	19;	19	1	17	0	2	3	61	6	0	2	0	4	9	25	0	13	2	0	0	
../tcof/chi-trans-metaok/anne1_roi.tei_corpo2_tto.cha 	 TRANS 	 ADU 	54	682	40;02.12	40	0	6	0	2	12	56	2	0	5	0	1	2	4	0	6	4	0	0	
../tcof/chi-trans-metaok/antoine1_nus.tei_corpo2_tto.cha 	 TRANS 	 ADU 	44	805	40;02.12	40	3	3	0	16	11	62	6	0	7	2	4	15	4	0	6	1	1	0	
../tcof/chi-trans-metaok/Antonin1_Jer_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	33	1611	19;10.23	19	4	13	0	12	15	91	7	0	22	2	4	14	12	0	20	0	3	0	
../tcof/chi-trans-metaok/antonin1_jou.tei_corpo2_tto.cha 	 TRANS 	 ADU 	165	2835	20;	20	6	7	0	10	45	176	11	0	9	5	6	30	38	0	53	8	3	0	
../tcof/chi-trans-metaok/armelle1_del.tei_corpo2_tto.cha 	 TRANS 	 ADU 	15	427	40;02.12	40	0	0	0	6	4	33	3	0	0	0	1	2	3	0	6	0	1	0	
../tcof/chi-trans-metaok/awen1_cin.tei_corpo2_tto.cha 	 TRANS 	 ADU 	79	1731	40;02.12	40	5	10	0	10	8	103	14	0	9	0	6	1	6	0	12	2	0	0	
../tcof/chi-trans-metaok/Axel1_Gar_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	124	1521	18;	18	3	9	0	6	33	70	1	0	20	3	5	11	27	0	23	0	1	0	
../tcof/chi-trans-metaok/Axel1_Jac_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	23	694	40;02.12	40	3	1	0	4	6	52	3	0	6	1	1	7	8	0	4	1	0	0	
../tcof/chi-trans-metaok/baptiste1_gri.tei_corpo2_tto.cha 	 TRANS 	 ADU 	0	1915	20;	20	6	6	0	15	25	105	13	0	14	1	6	14	25	0	18	1	0	0	
../tcof/chi-trans-metaok/Baptiste1_Kul_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	130	1328	19;	19	5	4	0	3	23	101	10	0	2	1	7	4	17	0	11	3	1	0	
../tcof/chi-trans-metaok/Baptiste1_Lec_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	24	470	20;	20	0	3	0	3	8	20	0	0	0	0	2	2	13	0	8	0	0	0	
../tcof/chi-trans-metaok/baptiste1_lel.tei_corpo2_tto.cha 	 TRANS 	 ADU 	60	1859	40;02.12	40	1	10	0	5	36	97	14	0	14	1	12	17	14	0	25	1	2	0	
../tcof/chi-trans-metaok/baptiste1_zie.tei_corpo2_tto.cha 	 TRANS 	 ADU 	66	603	40;02.12	40	0	5	0	12	4	44	2	0	2	3	3	4	6	0	0	0	1	0	
../tcof/chi-trans-metaok/benedicte1_let.tei_corpo2_tto.cha 	 TRANS 	 ADU 	113	2012	40;02.12	40	15	11	0	6	18	122	8	0	8	4	2	8	12	0	21	2	2	0	
../tcof/chi-trans-metaok/bengaly1_can.tei_corpo2_tto.cha 	 TRANS 	 ADU 	12	691	30;	30	2	0	0	1	2	23	0	0	7	1	3	8	1	0	17	1	0	0	
../tcof/chi-trans-metaok/camille1_bar.tei_corpo2_tto.cha 	 TRANS 	 ADU 	26	271	40;02.12	40	1	0	0	10	0	16	0	0	2	0	1	3	0	0	5	0	0	0	
../tcof/chi-trans-metaok/camille1_mer.tei_corpo2_tto.cha 	 TRANS 	 ADU 	54	617	40;02.12	40	0	5	0	1	6	62	4	0	1	0	0	2	12	0	5	0	0	0	
../tcof/chi-trans-metaok/Camille1_Sil_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	44	412	19;	19	0	3	0	10	8	16	0	0	2	1	1	0	7	0	4	1	0	0	
../tcof/chi-trans-metaok/Capucine1_San_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	99	1669	40;02.12	40	17	2	0	13	16	126	9	0	20	4	8	16	14	0	25	1	3	0	
../tcof/chi-trans-metaok/Carla1_Con_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	64	926	40;02.12	40	4	8	0	1	18	40	3	0	5	0	4	8	27	0	7	3	0	0	
../tcof/chi-trans-metaok/Cassandre1_And_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	40	650	40;02.12	40	0	9	0	2	11	36	13	0	2	1	1	3	20	0	8	0	1	0	
../tcof/chi-trans-metaok/cecile1_dan.tei_corpo2_tto.cha 	 TRANS 	 ADU 	78	2469	19;	19	9	4	0	18	22	151	21	0	7	5	9	11	30	0	18	11	1	0	
../tcof/chi-trans-metaok/celene1_ber.tei_corpo2_tto.cha 	 TRANS 	 ADU 	213	3412	20;	20	18	13	0	17	45	235	9	0	12	2	9	21	36	0	42	3	0	0	
../tcof/chi-trans-metaok/charlotte1_gir.tei_corpo2_tto.cha 	 TRANS 	 ADU 	278	1610	20;	20	0	12	0	2	22	220	0	0	5	1	3	6	34	0	18	2	0	0	
../tcof/chi-trans-metaok/charlotte1_leb.tei_corpo2_tto.cha 	 TRANS 	 ADU 	41	423	40;02.12	40	0	1	0	0	8	21	1	0	3	0	1	5	10	0	5	0	0	0	
../tcof/chi-trans-metaok/chloe1_fau.tei_corpo2_tto.cha 	 TRANS 	 ADU 	84	1563	19;	19	9	7	0	6	15	106	6	0	5	2	3	8	31	0	23	2	1	0	
../tcof/chi-trans-metaok/Claire1_Kam_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	43	1119	20;	20	6	5	0	13	21	84	9	0	4	1	5	6	22	0	17	3	2	0	
../tcof/chi-trans-metaok/clara1_dum.tei_corpo2_tto.cha 	 TRANS 	 ADU 	145	2602	20;	20	0	2	0	13	41	178	18	0	20	2	9	14	33	0	36	6	1	0	
../tcof/chi-trans-metaok/clara1_lau.tei_corpo2_tto.cha 	 TRANS 	 ADU 	61	525	40;02.12	40	1	11	0	5	10	33	4	0	5	0	4	6	8	0	3	0	0	0	
../tcof/chi-trans-metaok/clelie1_dup.tei_corpo2_tto.cha 	 TRANS 	 ADU 	37	386	40;02.12	40	0	3	0	0	3	21	1	0	1	1	1	2	9	0	1	1	0	0	
../tcof/chi-trans-metaok/clemence1_bra.tei_corpo2_tto.cha 	 TRANS 	 ADU 	27	282	40;02.12	40	0	6	0	0	4	21	1	0	7	2	1	1	6	0	1	0	0	0	
../tcof/chi-trans-metaok/clemence1_hal.tei_corpo2_tto.cha 	 TRANS 	 ADU 	67	791	40;02.12	40	11	5	0	1	11	58	5	0	1	6	1	3	5	0	10	0	1	0	
../tcof/chi-trans-metaok/clement1_med.tei_corpo2_tto.cha 	 TRANS 	 ADU 	108	494	20;	20	0	3	0	7	32	28	0	0	3	0	0	0	17	0	8	0	0	0	
../tcof/chi-trans-metaok/Clementin1_Bat_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	36	761	19;	19	0	2	0	4	18	34	6	0	13	3	2	4	14	0	12	5	0	0	
../tcof/chi-trans-metaok/clementine1_bas.tei_corpo2_tto.cha 	 TRANS 	 ADU 	57	460	40;02.12	40	0	2	0	0	7	26	1	0	1	0	1	2	2	0	4	0	1	0	
../tcof/chi-trans-metaok/cleophee1_pie.tei_corpo2_tto.cha 	 TRANS 	 ADU 	48	1127	20;	20	10	2	0	13	13	77	9	0	6	0	1	3	14	0	17	1	3	0	
../tcof/chi-trans-metaok/Cloe1_Tsc_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	79	1060	20;	20	1	2	0	3	4	99	2	0	10	1	2	5	6	0	16	2	1	0	
../tcof/chi-trans-metaok/constance1_sch.tei_corpo2_tto.cha 	 TRANS 	 ADU 	234	4571	21;	21	22	13	0	26	56	256	20	0	28	2	7	26	48	0	73	9	4	0	
../tcof/chi-trans-metaok/constant1_pap.tei_corpo2_tto.cha 	 TRANS 	 ADU 	104	1333	19;	19	5	6	0	3	12	58	5	0	4	0	9	8	16	0	12	3	0	0	
../tcof/chi-trans-metaok/Coralie1_Arn_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	112	2630	18;	18	6	13	0	18	21	109	11	0	11	0	1	9	33	0	20	0	4	0	
../tcof/chi-trans-metaok/Corentin1_Ber_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	143	1403	21;	21	8	5	0	6	12	71	3	0	11	0	3	16	16	0	16	2	0	0	
../tcof/chi-trans-metaok/corentin1_boi.tei_corpo2_tto.cha 	 TRANS 	 ADU 	256	6412	20;	20	17	27	0	130	63	352	29	0	52	9	43	55	49	0	63	11	6	0	
../tcof/chi-trans-metaok/Dania1_Col_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	84	666	22;	22	1	0	0	2	7	43	3	0	5	5	4	4	8	0	6	0	1	0	
../tcof/chi-trans-metaok/elea1_cur.tei_corpo2_tto.cha 	 TRANS 	 ADU 	65	1962	25;	25	11	10	0	10	24	139	10	0	8	2	10	8	21	0	24	7	2	0	
../tcof/chi-trans-metaok/Elif1_Ber_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	121	1192	40;02.12	40	3	6	0	5	15	91	9	0	2	1	0	4	30	0	18	5	0	0	
../tcof/chi-trans-metaok/Eliott1_Chi_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	59	1454	20;	20	3	11	0	6	22	82	15	0	11	2	17	18	9	0	12	0	0	0	
../tcof/chi-trans-metaok/Elise1_Hel_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	59	426	20;	20	4	2	0	3	3	12	0	0	1	0	0	0	2	0	5	2	0	0	
../tcof/chi-trans-metaok/Elliot1_Dem_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	77	1435	21;	21	4	10	0	5	6	51	5	0	6	3	4	8	21	0	17	0	0	0	
../tcof/chi-trans-metaok/emilie1_rig.tei_corpo2_tto.cha 	 TRANS 	 ADU 	52	444	40;02.12	40	0	1	0	1	1	41	1	0	3	0	2	4	3	0	3	0	1	0	
../tcof/chi-trans-metaok/Emy1_Sam_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	100	1527	20;	20	6	8	0	4	30	81	13	0	11	0	3	11	21	0	20	2	2	0	
../tcof/chi-trans-metaok/Engi1_Hur_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	48	1105	40;02.12	40	2	1	0	1	27	74	5	0	1	1	8	13	19	0	14	2	0	0	
../tcof/chi-trans-metaok/Enzo1_Nov_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	70	973	22;	22	1	4	0	4	8	49	9	0	2	0	0	11	12	0	22	1	0	0	
../tcof/chi-trans-metaok/Erwan1_Fer_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	28	896	19;	19	0	2	0	1	13	45	2	0	8	0	0	1	14	0	13	1	4	0	
../tcof/chi-trans-metaok/Ester1_Zeh_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	87	1453	24;	24	5	5	0	15	39	119	10	0	14	1	8	5	37	0	26	2	1	0	
../tcof/chi-trans-metaok/Eva1_Goe_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	101	1214	23;	23	2	7	0	20	9	77	6	0	5	2	0	13	5	0	18	0	0	0	
../tcof/chi-trans-metaok/Eva1_Mat_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	98	1251	40;02.12	40	5	11	0	5	11	129	8	0	6	0	3	9	34	0	13	4	0	0	
../tcof/chi-trans-metaok/fantine1_mon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	51	491	40;02.12	40	1	1	0	0	9	25	4	0	2	1	5	5	8	0	2	0	0	0	
../tcof/chi-trans-metaok/florian1_sai.tei_corpo2_tto.cha 	 TRANS 	 ADU 	129	1137	19;	19	4	5	0	1	24	63	2	0	1	1	8	4	27	0	11	1	1	0	
../tcof/chi-trans-metaok/gabriel1_rez.tei_corpo2_tto.cha 	 TRANS 	 ADU 	60	414	40;02.12	40	0	1	0	3	2	33	4	0	3	1	1	3	5	0	0	2	0	0	
../tcof/chi-trans-metaok/gaelle1_bou.tei_corpo2_tto.cha 	 TRANS 	 ADU 	48	902	40;02.12	40	1	2	0	5	14	68	5	0	7	0	0	3	8	0	14	4	0	0	
../tcof/chi-trans-metaok/gaetan1_bau.tei_corpo2_tto.cha 	 TRANS 	 ADU 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/guillaume1_pol.tei_corpo2_tto.cha 	 TRANS 	 ADU 	52	423	40;02.12	40	2	4	0	2	0	28	4	0	5	1	0	2	3	0	3	1	0	0	
../tcof/chi-trans-metaok/heloise1_gue.tei_corpo2_tto.cha 	 TRANS 	 ADU 	95	959	40;02.12	40	0	5	0	8	15	42	3	0	3	0	1	4	21	0	6	4	0	0	
../tcof/chi-trans-metaok/hibraime1_ber.tei_corpo2_tto.cha 	 TRANS 	 ADU 	72	921	40;02.12	40	5	2	0	20	6	68	6	0	8	1	3	8	3	0	8	1	3	0	
../tcof/chi-trans-metaok/Hugo1_Hyp_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	127	1140	20;	20	1	2	0	51	13	67	3	0	13	4	2	9	9	0	9	0	0	0	
../tcof/chi-trans-metaok/ines1_hor.tei_corpo2_tto.cha 	 TRANS 	 ADU 	115	1075	19;	19	4	6	0	10	11	76	3	0	6	0	3	8	17	0	13	2	0	0	
../tcof/chi-trans-metaok/Jeanne1_Dre_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	70	806	20;	20	6	3	0	8	4	53	7	0	6	3	0	2	10	0	9	4	0	0	
../tcof/chi-trans-metaok/jeanne1_hil.tei_corpo2_tto.cha 	 TRANS 	 ADU 	68	650	20;	20	0	5	0	1	7	26	6	0	2	0	4	1	10	0	4	0	1	0	
../tcof/chi-trans-metaok/jeremy1_pat.tei_corpo2_tto.cha 	 TRANS 	 ADU 	72	716	40;02.12	40	1	6	0	6	6	45	0	0	6	4	0	5	6	0	7	0	2	0	
../tcof/chi-trans-metaok/jessica1_cha.tei_corpo2_tto.cha 	 TRANS 	 ADU 	34	365	40;02.12	40	0	1	0	5	10	16	2	0	1	0	0	3	9	0	0	0	0	0	
../tcof/chi-trans-metaok/Joachim1_Alt_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	96	992	40;02.12	40	1	13	0	3	20	51	7	0	8	1	2	3	22	0	3	1	1	0	
../tcof/chi-trans-metaok/jonathan1_fra.tei_corpo2_tto.cha 	 TRANS 	 ADU 	47	366	40;02.12	40	1	3	0	1	5	20	1	0	2	0	1	0	5	0	1	0	1	0	
../tcof/chi-trans-metaok/jordan1_ton.tei_corpo2_tto.cha 	 TRANS 	 ADU 	108	1007	40;02.12	40	1	8	0	1	10	58	10	0	3	0	1	1	14	0	17	0	0	0	
../tcof/chi-trans-metaok/Joseph1_Cla_Anon.tei_corpo2_tto.cha 	 TRANS 	 ADU 	81	802	40;02.12	40	0	1	0	6	25	46	3	0	1	1	0	2	15	0	8	2	1	0	
../tcof/chi-trans-metaok/jules1_per.tei_corpo2_tto.cha 	 TRANS 	 ADU 	96	998	19;	19	2	4	0	1	20	42	1	0	1	1	4	2	25	0	8	2	1	0	
../tcof/chi-trans-metaok/juliette1_sto.tei_corpo2_tto.cha 	 TRANS 	 ADU 	89	1094	20;	20	1	4	0	5	42	40	4	0	7	1	2	5	25	0	14	2	0	0	
../tcof/chi-trans-metaok/kelly1_ham.tei_corpo2_tto.cha 	 TRANS 	 ADU 	43	234	40;02.12	40	1	1	0	1	5	25	0	0	0	0	0	0	6	0	4	0	0	0	
../tcof/chi-trans-metaok/laura1_bah.tei_corpo2_tto.cha 	 TRANS 	 ADU 	99	887	40;02.12	40	1	3	0	11	11	79	4	0	2	0	0	4	15	0	7	3	0	0	
../tcof/chi-trans-metaok/laura1_can.tei_corpo2_tto.cha 	 TRANS 	 ADU 	35	701	40;02.12	40	2	0	0	17	14	45	3	0	3	0	1	2	15	0	4	0	1	0	
../tcof/chi-trans-metaok/laura1_llo.tei_corpo2_tto.cha 	 TRANS 	 ADU 	30	343	40;02.12	40	0	1	0	6	5	15	0	0	2	1	0	2	6	0	1	0	0	0	
