fichier	dossier	loc	utt	token	age	annee	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-trans-metaok/laureen1_gud.tei_corpo2_tto.cha 	 TRANS 	 ADU 	59	469	40;02.12	40	0	2	0	3	2	40	0	0	4	0	1	3	1	0	9	1	1	0	
../tcof/chi-trans-metaok/laurie1_jam.tei_corpo2_tto.cha 	 TRANS 	 ADU 	26	377	40;02.12	40	1	1	0	1	2	30	3	0	1	0	0	0	5	0	3	0	1	0	
../tcof/chi-trans-metaok/laurine1_car.tei_corpo2_tto.cha 	 TRANS 	 ADU 	173	2692	19;	19	7	15	0	18	57	165	27	0	16	3	14	32	54	0	27	3	1	0	
../tcof/chi-trans-metaok/laurine1_gil.tei_corpo2_tto.cha 	 TRANS 	 ADU 	94	885	40;02.12	40	7	2	0	1	13	80	0	0	1	0	0	1	11	0	7	1	0	0	
../tcof/chi-trans-metaok/laurine2_car.tei_corpo2_tto.cha 	 TRANS 	 ADU 	188	3044	19;	19	14	11	0	22	16	180	22	0	10	0	9	27	23	0	38	9	1	0	
../tcof/chi-trans-metaok/leo1_par.tei_corpo2_tto.cha 	 TRANS 	 ADU 	65	2296	20;	20	5	5	0	11	18	180	20	0	26	1	1	10	22	0	24	4	2	0	
../tcof/chi-trans-metaok/leo1_rom.tei_corpo2_tto.cha 	 TRANS 	 ADU 	146	2597	20;	20	7	13	0	9	13	131	6	0	22	4	9	17	22	0	37	4	0	0	
../tcof/chi-trans-metaok/leo1_roy.tei_corpo2_tto.cha 	 TRANS 	 ADU 	55	333	40;02.12	40	0	3	0	4	3	61	4	0	0	2	2	0	1	0	4	0	0	0	
../tcof/chi-trans-metaok/lilou1_hua.tei_corpo2_tto.cha 	 TRANS 	 ADU 	45	652	40;02.12	40	1	0	0	3	3	34	1	0	1	2	1	5	5	0	7	0	1	0	
../tcof/chi-trans-metaok/lisa1_rhe.tei_corpo2_tto.cha 	 TRANS 	 ADU 	59	449	40;02.12	40	4	1	0	0	4	20	4	0	4	0	1	0	2	0	8	0	0	0	
../tcof/chi-trans-metaok/loris1_peu.tei_corpo2_tto.cha 	 TRANS 	 ADU 	90	864	40;02.12	40	4	3	0	2	12	37	3	0	5	0	0	3	17	0	6	1	0	0	
../tcof/chi-trans-metaok/lorraine1_spo.tei_corpo2_tto.cha 	 TRANS 	 ADU 	78	1138	19;	19	3	7	0	9	12	91	3	0	10	1	4	7	11	0	15	1	0	0	
../tcof/chi-trans-metaok/lou1_tho.tei_corpo2_tto.cha 	 TRANS 	 ADU 	188	3509	20;	20	8	19	0	11	96	207	26	0	6	1	3	9	81	0	33	3	0	0	
../tcof/chi-trans-metaok/louis1_cas.tei_corpo2_tto.cha 	 TRANS 	 ADU 	78	600	40;02.12	40	0	2	0	5	4	78	3	0	3	1	0	0	6	0	9	1	0	0	
../tcof/chi-trans-metaok/louis1_lho.tei_corpo2_tto.cha 	 TRANS 	 ADU 	85	744	40;02.12	40	3	4	0	0	5	47	6	0	4	1	5	6	19	0	5	2	0	0	
../tcof/chi-trans-metaok/louis1_tro.tei_corpo2_tto.cha 	 TRANS 	 ADU 	188	3509	19;	19	8	19	0	11	96	207	26	0	6	1	3	9	81	0	33	3	0	0	
../tcof/chi-trans-metaok/louis1_utn.tei_corpo2_tto.cha 	 TRANS 	 ADU 	14	218	19;	19	0	0	0	1	5	12	0	0	3	0	0	2	4	0	1	0	0	0	
../tcof/chi-trans-metaok/louis2_utn.tei_corpo2_tto.cha 	 TRANS 	 ADU 	26	576	19;	19	0	0	0	3	16	21	1	0	8	0	0	6	13	0	8	0	1	0	
../tcof/chi-trans-metaok/louise1_geo.tei_corpo2_tto.cha 	 TRANS 	 ADU 	129	1039	24;	24	2	12	0	4	61	72	3	0	2	1	1	3	48	0	18	3	0	0	
../tcof/chi-trans-metaok/louise1_sch.tei_corpo2_tto.cha 	 TRANS 	 ADU 	89	731	40;02.12	40	0	5	0	0	7	71	8	0	3	0	4	2	6	0	5	1	0	0	
../tcof/chi-trans-metaok/luana1_alb.tei_corpo2_tto.cha 	 TRANS 	 ADU 	48	471	40;02.12	40	2	2	0	1	5	47	2	0	3	0	0	1	5	0	7	0	0	0	
../tcof/chi-trans-metaok/luca1_bar.tei_corpo2_tto.cha 	 TRANS 	 ADU 	198	3542	23;	23	5	10	0	63	48	167	5	0	14	3	19	35	36	0	45	9	2	0	
../tcof/chi-trans-metaok/lucie1_led.tei_corpo2_tto.cha 	 TRANS 	 ADU 	99	1290	40;02.12	40	4	6	0	6	6	83	3	0	1	1	5	1	16	0	25	3	0	0	
../tcof/chi-trans-metaok/lucie1_vic.tei_corpo2_tto.cha 	 TRANS 	 ADU 	150	3140	19;	19	12	6	0	32	38	85	11	0	10	2	13	15	39	0	39	1	5	0	
../tcof/chi-trans-metaok/lucile1_flo.tei_corpo2_tto.cha 	 TRANS 	 ADU 	114	767	40;02.12	40	3	6	0	3	4	38	4	0	0	0	0	8	16	0	8	2	0	0	
../tcof/chi-trans-metaok/maelle1_pap.tei_corpo2_tto.cha 	 TRANS 	 ADU 	67	3177	23;	23	8	5	0	19	24	179	9	0	18	2	9	19	18	0	33	3	2	0	
../tcof/chi-trans-metaok/manon1_ern.tei_corpo2_tto.cha 	 TRANS 	 ADU 	62	1254	19;	19	5	1	0	6	12	61	3	0	5	0	1	6	15	0	18	3	3	0	
../tcof/chi-trans-metaok/manon1_kho.tei_corpo2_tto.cha 	 TRANS 	 ADU 	58	1092	40;02.12	40	1	8	0	2	7	86	7	0	4	0	3	3	5	0	10	3	1	0	
../tcof/chi-trans-metaok/manon1_lag.tei_corpo2_tto.cha 	 TRANS 	 ADU 	29	419	40;02.12	40	0	4	0	1	5	29	1	0	2	0	1	2	4	0	1	0	1	0	
../tcof/chi-trans-metaok/manon1_rej.tei_corpo2_tto.cha 	 TRANS 	 ADU 	101	1537	29;	29	4	4	0	11	8	99	6	0	6	2	13	14	13	0	23	0	1	0	
../tcof/chi-trans-metaok/margaux1_gil.tei_corpo2_tto.cha 	 TRANS 	 ADU 	107	2329	19;	19	2	12	0	1	20	110	9	0	8	1	8	16	7	0	38	1	3	0	
../tcof/chi-trans-metaok/margot1_koe.tei_corpo2_tto.cha 	 TRANS 	 ADU 	13	140	40;02.12	40	0	1	0	0	0	11	1	0	2	0	1	0	0	0	3	0	0	0	
../tcof/chi-trans-metaok/marianne1_ste.tei_corpo2_tto.cha 	 TRANS 	 ADU 	174	1918	23;	23	1	21	0	2	17	98	16	0	5	0	4	3	56	0	14	4	0	0	
../tcof/chi-trans-metaok/marianne1_vat.tei_corpo2_tto.cha 	 TRANS 	 ADU 	39	339	40;02.12	40	0	0	0	0	5	33	0	0	3	0	0	1	4	0	1	0	0	0	
../tcof/chi-trans-metaok/marion1_gui.tei_corpo2_tto.cha 	 TRANS 	 ADU 	64	561	40;02.12	40	1	4	0	4	2	48	7	0	2	0	1	0	4	0	10	1	0	0	
../tcof/chi-trans-metaok/mathieu1_car.tei_corpo2_tto.cha 	 TRANS 	 ADU 	28	281	40;02.12	40	1	4	0	4	1	20	4	0	1	0	0	4	1	0	5	1	0	0	
../tcof/chi-trans-metaok/mathilde1_ham.tei_corpo2_tto.cha 	 TRANS 	 ADU 	42	410	40;02.12	40	0	3	0	0	1	17	1	0	1	0	1	3	2	0	4	0	0	0	
../tcof/chi-trans-metaok/mathilde1_ric.tei_corpo2_tto.cha 	 TRANS 	 ADU 	56	762	40;02.12	40	1	5	0	3	14	50	2	0	1	2	4	4	8	0	4	3	0	0	
../tcof/chi-trans-metaok/maurine1_her.tei_corpo2_tto.cha 	 TRANS 	 ADU 	91	1495	19;	19	1	1	0	7	11	120	9	0	9	1	21	6	8	0	9	2	1	0	
../tcof/chi-trans-metaok/melanie1_lem.tei_corpo2_tto.cha 	 TRANS 	 ADU 	34	179	40;02.12	40	0	3	0	1	5	8	0	0	2	0	0	2	4	0	1	0	0	0	
../tcof/chi-trans-metaok/morgane1_mar.tei_corpo2_tto.cha 	 TRANS 	 ADU 	61	1582	21;	21	12	10	0	6	9	99	19	0	13	12	8	20	9	0	25	2	2	0	
../tcof/chi-trans-metaok/moustapha1_abd.tei_corpo2_tto.cha 	 TRANS 	 ADU 	55	782	40;02.12	40	2	4	0	0	11	48	12	0	4	0	3	6	9	0	7	0	0	0	
../tcof/chi-trans-metaok/naomi1_sli.tei_corpo2_tto.cha 	 TRANS 	 ADU 	169	1966	20;	20	3	10	0	4	21	130	17	0	5	2	9	15	29	0	13	5	0	0	
../tcof/chi-trans-metaok/nathan1_mai.tei_corpo2_tto.cha 	 TRANS 	 ADU 	249	2754	20;	20	10	19	0	3	35	112	14	0	17	0	8	12	47	0	42	2	3	0	
../tcof/chi-trans-metaok/nolan1_rej.tei_corpo2_tto.cha 	 TRANS 	 ADU 	130	1228	29;	29	0	21	0	1	9	47	3	0	2	2	11	2	37	0	9	1	0	0	
../tcof/chi-trans-metaok/ophelie1_baq.tei_corpo2_tto.cha 	 TRANS 	 ADU 	104	3501	19;	19	0	8	0	16	42	189	21	0	17	1	6	46	25	0	17	4	0	0	
../tcof/chi-trans-metaok/oscar1_fri.tei_corpo2_tto.cha 	 TRANS 	 ADU 	86	561	40;02.12	40	0	4	0	0	1	28	0	0	9	1	1	3	7	0	5	0	1	0	
../tcof/chi-trans-metaok/pauline1_man.tei_corpo2_tto.cha 	 TRANS 	 ADU 	95	1005	40;02.12	40	2	4	0	7	21	60	9	0	7	1	1	8	15	0	6	0	0	0	
../tcof/chi-trans-metaok/raphael1_leg.tei_corpo2_tto.cha 	 TRANS 	 ADU 	118	1412	21;	21	0	3	0	8	18	87	8	0	2	2	31	10	26	0	13	0	0	0	
../tcof/chi-trans-metaok/remi1_did.tei_corpo2_tto.cha 	 TRANS 	 ADU 	217	2032	20;	20	4	11	0	15	30	82	6	0	6	0	1	11	27	0	16	3	2	0	
../tcof/chi-trans-metaok/robin1_lem.tei_corpo2_tto.cha 	 TRANS 	 ADU 	69	531	40;02.12	40	1	2	0	17	4	40	4	0	2	0	4	5	2	0	0	1	0	0	
../tcof/chi-trans-metaok/romy1_tha.tei_corpo2_tto.cha 	 TRANS 	 ADU 	10	472	40;02.12	40	0	0	0	1	7	34	0	0	2	0	1	4	2	0	3	0	0	0	
../tcof/chi-trans-metaok/rose1_rou.tei_corpo2_tto.cha 	 TRANS 	 ADU 	56	454	40;02.12	40	0	2	0	2	6	30	1	0	3	1	0	0	5	0	4	0	0	0	
../tcof/chi-trans-metaok/samuel1_len.tei_corpo2_tto.cha 	 TRANS 	 ADU 	18	189	40;02.12	40	0	0	0	0	2	4	0	0	0	0	0	0	5	0	9	0	0	0	
../tcof/chi-trans-metaok/sarah1_fra.tei_corpo2_tto.cha 	 TRANS 	 ADU 	34	486	40;02.12	40	1	1	0	0	12	23	0	0	1	1	0	2	11	0	2	0	0	0	
../tcof/chi-trans-metaok/sebastien1_bou.tei_corpo2_tto.cha 	 TRANS 	 ADU 	76	484	40;02.12	40	1	3	0	3	1	32	6	0	3	0	1	0	4	0	4	2	1	0	
../tcof/chi-trans-metaok/thibaud1_son.tei_corpo2_tto.cha 	 TRANS 	 ADU 	70	896	20;	20	0	4	0	2	20	64	2	0	3	1	2	7	22	0	8	1	0	0	
../tcof/chi-trans-metaok/thibault1_cor.tei_corpo2_tto.cha 	 TRANS 	 ADU 	51	407	40;02.12	40	0	0	0	0	4	19	0	0	1	0	0	1	5	0	5	0	0	0	
../tcof/chi-trans-metaok/thibault1_lev.tei_corpo2_tto.cha 	 TRANS 	 ADU 	48	349	40;02.12	40	0	4	0	1	0	14	0	0	2	0	4	3	8	0	1	1	0	0	
../tcof/chi-trans-metaok/thibaut1_der.tei_corpo2_tto.cha 	 TRANS 	 ADU 	152	2105	20;	20	5	11	0	13	49	131	5	0	11	2	10	30	37	0	12	14	3	0	
../tcof/chi-trans-metaok/thomas1_pel.tei_corpo2_tto.cha 	 TRANS 	 ADU 	84	718	40;02.12	40	0	7	0	9	7	49	6	0	1	0	1	4	4	0	9	2	0	0	
../tcof/chi-trans-metaok/tidiane1_ecc.tei_corpo2_tto.cha 	 TRANS 	 ADU 	95	606	40;02.12	40	0	2	0	0	3	49	4	0	3	0	1	2	4	0	3	5	1	0	
../tcof/chi-trans-metaok/valentin1_bit.tei_corpo2_tto.cha 	 TRANS 	 ADU 	205	2252	20;	20	3	5	0	14	56	171	5	0	8	3	8	7	40	0	20	5	2	0	
../tcof/chi-trans-metaok/valentin1_lan.tei_corpo2_tto.cha 	 TRANS 	 ADU 	23	193	40;02.12	40	4	1	0	3	3	13	0	0	1	0	0	2	3	0	2	0	0	0	
../tcof/chi-trans-metaok/valentine1_bah.tei_corpo2_tto.cha 	 TRANS 	 ADU 	38	350	40;02.12	40	0	1	0	1	5	42	0	0	4	2	0	0	6	0	5	1	0	0	
../tcof/chi-trans-metaok/victoire1_duc.tei_corpo2_tto.cha 	 TRANS 	 ADU 	217	1937	22;	22	0	27	0	4	37	79	4	0	8	0	3	13	94	0	10	1	0	0	
../tcof/chi-trans-metaok/walid1_mat.tei_corpo2_tto.cha 	 TRANS 	 ADU 	46	754	40;02.12	40	0	7	0	10	6	71	9	0	11	1	5	0	6	0	16	0	2	0	
../tcof/chi-trans-metaok/xaviere1_leg.tei_corpo2_tto.cha 	 TRANS 	 ADU 	103	855	40;02.12	40	0	2	0	8	9	83	0	0	4	2	1	3	5	0	14	0	1	0	
../tcof/chi-trans-metaok/yassine1_nic.tei_corpo2_tto.cha 	 TRANS 	 ADU 	112	2279	21;	21	2	8	0	1	36	141	21	0	12	4	12	17	22	0	26	4	1	0	
../tcof/chi-trans-metaok/youssef1_tor.tei_corpo2_tto.cha 	 TRANS 	 ADU 	75	482	40;02.12	40	1	5	0	2	13	41	4	0	0	0	4	3	6	0	4	1	0	0	
../tcof/chi-long-metaok/adrien1_bia.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	292	3;02.12	3	0	0	0	0	2	16	5	0	0	0	0	2	2	0	2	0	0	0	
../tcof/chi-long-metaok/adrien2_bia.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	272	3;04.23	3	0	0	0	0	0	14	0	0	1	0	0	2	0	0	3	0	0	0	
../tcof/chi-long-metaok/adrien3_bia.tei_corpo2_tto.cha 	 LONG 	 CHI 	34	1333	20;	20	0	2	0	0	31	69	3	0	9	0	1	1	19	0	5	3	0	0	
../tcof/chi-long-metaok/Akoub15_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	398	6;	6	0	0	0	0	0	19	6	0	5	0	0	1	1	0	2	0	0	0	
../tcof/chi-long-metaok/Akoub16_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	289	6;	6	0	0	0	5	2	15	0	0	4	1	2	1	0	0	3	0	0	0	
../tcof/chi-long-metaok/Alhem1_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	285	10;	10	0	0	0	0	1	12	1	0	4	0	0	3	0	0	1	1	0	0	
../tcof/chi-long-metaok/Alhem2_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	142	6;03.17	6	0	1	0	0	2	4	0	0	1	0	0	2	0	0	0	0	0	0	
../tcof/chi-long-metaok/Alhem3_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	350	6;03.17	6	0	1	0	1	1	20	2	0	5	2	2	3	0	0	1	1	0	0	
../tcof/chi-long-metaok/Alhem4_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	97	6;03.17	6	0	0	0	1	0	4	0	0	0	0	0	3	0	0	1	0	0	0	
../tcof/chi-long-metaok/Cassandra11_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	241	6;02.12	6	0	0	0	1	2	10	0	0	2	0	0	2	1	0	3	0	1	0	
../tcof/chi-long-metaok/Cassandra12_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	261	6;02.12	6	0	0	0	0	0	15	0	0	2	1	0	1	0	0	4	0	0	0	
../tcof/chi-long-metaok/celia10_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	312	5;	5	0	0	0	0	10	15	0	0	7	0	0	4	5	0	2	1	1	0	
../tcof/chi-long-metaok/celia11_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	128	5;01.05	5	0	0	0	0	0	7	0	0	2	0	1	2	0	0	1	0	0	0	
../tcof/chi-long-metaok/celia12_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	7	283	5;01.05	5	0	2	0	1	3	13	1	0	2	0	2	1	2	0	1	1	1	0	
../tcof/chi-long-metaok/celia1_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	224	4;02.12	4	0	0	0	1	0	12	0	0	1	0	1	4	0	0	3	1	0	0	
../tcof/chi-long-metaok/celia1_gav.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	541	4;07.05	4	0	0	0	4	2	43	1	0	4	1	1	3	1	0	3	3	0	0	
../tcof/chi-long-metaok/celia2_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	6	211	4;02.12	4	0	3	0	0	0	9	0	0	1	0	0	5	0	0	0	0	0	0	
../tcof/chi-long-metaok/celia2_gav.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	698	4;08.11	4	0	8	0	17	5	65	7	0	6	3	2	2	0	0	6	1	0	0	
../tcof/chi-long-metaok/celia3_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	149	4;03.17	4	0	0	0	0	1	10	0	0	0	0	1	2	2	0	0	0	0	0	
../tcof/chi-long-metaok/celia3_gav.tei_corpo2_tto.cha 	 LONG 	 CHI 	14	445	4;10.23	4	5	1	0	0	1	32	0	0	2	1	1	4	1	0	2	1	0	0	
../tcof/chi-long-metaok/celia4_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	7	224	4;03.17	4	0	4	0	0	1	11	4	0	1	0	1	2	0	0	1	0	0	0	
../tcof/chi-long-metaok/celia5_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	7	292	4;04.24	4	0	2	0	3	3	22	1	0	5	0	0	2	1	0	1	0	0	0	
../tcof/chi-long-metaok/celia6_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	317	4;05.30	4	0	0	0	0	2	18	1	0	3	0	1	3	1	0	4	2	0	0	
../tcof/chi-long-metaok/celia7_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	295	4;05.30	4	2	0	0	0	0	16	0	0	5	1	0	7	0	0	1	1	0	0	
../tcof/chi-long-metaok/celia8_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	8	401	4;07.05	4	0	0	0	2	5	30	1	0	2	1	1	2	3	0	2	0	0	0	
../tcof/chi-long-metaok/celia9_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	104	4;08.11	4	0	0	0	0	0	5	0	0	0	0	0	3	1	0	0	0	0	0	
../tcof/chi-long-metaok/fanny1_cha.tei_corpo2_tto.cha 	 LONG 	 CHI 	8	588	3;08.11	3	0	1	0	0	4	33	4	0	1	2	4	1	2	0	3	0	0	0	
../tcof/chi-long-metaok/fanny2_cha.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	482	4;	4	0	2	0	7	1	23	6	0	4	0	4	6	1	0	8	0	1	0	
../tcof/chi-long-metaok/fanny3_cha.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	408	4;02.12	4	0	0	0	2	1	24	0	0	1	0	2	2	0	0	4	0	0	0	
../tcof/chi-long-metaok/Ferdinand3_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	269	6;01.05	6	0	0	0	0	1	12	0	0	0	0	0	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/Ferdinand4_Can_Anon.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	275	6;01.05	6	0	2	0	0	0	6	0	0	1	0	0	1	0	0	2	1	0	0	
../tcof/chi-long-metaok/gaelle1_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	155	3;	3	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	
../tcof/chi-long-metaok/gaelle2_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	254	3;01.06	3	0	1	0	2	0	2	0	0	0	0	1	1	0	0	2	0	0	0	
../tcof/chi-long-metaok/gaelle3_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	288	3;03.17	3	0	0	0	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/gaelle4_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	240	3;03.17	3	0	0	0	0	0	6	1	0	0	0	0	3	0	0	1	0	0	0	
../tcof/chi-long-metaok/gaelle5_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	210	3;03.17	3	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	
../tcof/chi-long-metaok/gaelle6_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	184	3;04.23	3	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	
../tcof/chi-long-metaok/garance1_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	207	3;05.30	3	0	0	0	1	0	13	0	0	3	0	0	1	0	0	1	1	0	0	
../tcof/chi-long-metaok/garance2_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	13	3;07.05	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/garance3_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	160	3;09.17	3	0	0	0	5	2	12	0	0	2	1	3	3	0	0	1	0	2	0	
../tcof/chi-long-metaok/garance4_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	208	3;10.23	3	0	0	0	0	3	14	1	0	2	0	2	7	0	0	2	0	0	0	
../tcof/chi-long-metaok/garance5_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	147	3;10.23	3	0	0	0	0	1	7	1	0	1	0	3	6	0	0	1	0	0	0	
../tcof/chi-long-metaok/garance6_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	157	3;10.23	3	0	1	0	0	0	9	0	0	0	0	1	3	1	0	2	2	0	0	
../tcof/chi-long-metaok/hector1_aub.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	550	5;05.30	5	0	2	0	3	2	46	3	0	1	2	1	11	3	0	2	0	0	0	
../tcof/chi-long-metaok/hector2_aub.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	596	5;09.17	5	1	1	0	19	9	66	1	0	2	1	1	5	2	0	5	3	0	0	
../tcof/chi-long-metaok/hector3_aub.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	603	6;	6	2	2	0	32	5	45	1	0	2	2	4	10	3	0	4	2	0	0	
../tcof/chi-long-metaok/hugo1_bar.tei_corpo2_tto.cha 	 LONG 	 CHI 	7	1287	3;07.05	3	1	1	0	5	9	132	6	0	5	0	0	3	4	0	31	1	0	0	
../tcof/chi-long-metaok/hugo1_gre.tei_corpo2_tto.cha 	 LONG 	 CHI 	3;04.23	3	
../tcof/chi-long-metaok/hugo2_bar.tei_corpo2_tto.cha 	 LONG 	 CHI 	19	2127	3;09.17	3	4	11	0	10	18	137	17	0	4	4	2	9	15	0	26	1	5	0	
../tcof/chi-long-metaok/hugo2_gre.tei_corpo2_tto.cha 	 LONG 	 CHI 	18	577	3;07.05	3	0	0	0	1	5	65	3	0	3	0	1	2	6	0	6	1	0	0	
../tcof/chi-long-metaok/hugo3_bar.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	1956	4;01.05	4	9	3	0	18	18	198	13	0	3	6	4	13	11	0	25	1	2	0	
../tcof/chi-long-metaok/hugo3_gre.tei_corpo2_tto.cha 	 LONG 	 CHI 	63	2842	3;10.23	3	8	3	0	19	20	389	6	0	7	9	9	10	28	0	30	4	3	0	
../tcof/chi-long-metaok/india1_bru.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	351	3;01.06	3	1	0	0	0	0	24	4	0	3	1	1	0	1	0	0	0	0	0	
../tcof/chi-long-metaok/india2_bru.tei_corpo2_tto.cha 	 LONG 	 CHI 	8	283	3;03.17	3	2	0	0	1	0	24	1	0	4	0	0	0	0	0	1	0	0	0	
../tcof/chi-long-metaok/india3_bru.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	292	3;05.30	3	0	2	0	5	3	20	4	0	0	0	3	1	2	0	2	0	0	0	
../tcof/chi-long-metaok/lionel1_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	301	5;03.17	5	0	0	0	12	5	20	2	0	3	0	2	4	1	0	3	1	0	0	
../tcof/chi-long-metaok/lionel2_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	155	5;04.24	5	0	0	0	3	0	12	0	0	1	1	7	4	0	0	0	0	0	0	
../tcof/chi-long-metaok/lionel3_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	238	5;04.24	5	0	1	0	0	1	21	0	0	0	1	10	8	1	0	3	0	0	0	
../tcof/chi-long-metaok/lionel4_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	451	5;04.24	5	3	2	0	10	1	35	2	0	0	2	0	1	1	0	2	0	0	0	
../tcof/chi-long-metaok/lionel5_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	231	5;05.30	5	0	0	0	9	0	16	0	0	0	1	1	3	0	0	1	2	0	0	
../tcof/chi-long-metaok/lionel6_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	14	908	5;05.30	5	3	1	0	4	3	62	6	0	2	0	3	7	1	0	7	0	1	0	
../tcof/chi-long-metaok/lionel7_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	521	5;07.05	5	0	0	0	1	6	26	0	0	3	2	1	8	0	0	6	0	0	0	
../tcof/chi-long-metaok/lionel8_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	628	5;08.11	5	4	2	0	12	0	41	6	0	4	1	2	4	2	0	12	3	0	0	
../tcof/chi-long-metaok/lionel9_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	9	432	5;08.11	5	0	1	0	0	2	26	0	0	0	1	0	5	0	0	4	0	0	0	
../tcof/chi-long-metaok/louise1_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	2	77	4;02.12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
../tcof/chi-long-metaok/louise2_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	0	120	4;03.17	4	0	0	0	0	0	11	1	0	0	1	2	0	0	0	2	0	0	0	
../tcof/chi-long-metaok/louise3_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	1	129	4;05.30	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/louise4_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	5	174	4;07.05	4	0	0	0	0	3	5	0	0	0	0	0	1	2	0	0	0	0	0	
../tcof/chi-long-metaok/louise5_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	147	4;07.05	4	0	0	0	0	1	4	0	0	0	0	0	2	0	0	1	1	0	0	
../tcof/chi-long-metaok/louise6_sow.tei_corpo2_tto.cha 	 LONG 	 CHI 	4	190	4;07.05	4	0	0	0	0	0	10	1	0	1	0	0	1	0	0	2	1	0	0	
../tcof/chi-long-metaok/lucie1_can.tei_corpo2_tto.cha 	 LONG 	 CHI 	3	399	5;02.12	5	0	0	0	1	3	35	0	0	5	0	0	6	1	0	1	0	0	0	
